"MEMBER_NO";"FFP_DATE";"FIRST_FLIGHT_DATE";"GENDER";"FFP_TIER";"WORK_CITY";"WORK_PROVINCE";"WORK_COUNTRY";"AGE";"LOAD_TIME";"FLIGHT_COUNT";"BP_SUM";"SUM_YR_1";"SUM_YR_2";"SEG_KM_SUM";"LAST_FLIGHT_DATE";"LAST_TO_END";"AVG_INTERVAL";"MAX_INTERVAL";"EXCHANGE_COUNT";"avg_discount";"Points_Sum";"Point_NotFlight"
42451;"2012-06-17";"2012-06-17";"Male";6;"Wuhan";"Hubei";"CN";31.0;"2014-03-31";63;38947;7900.0;29011.0;60976;"2014-03-29";3;10.5;74;0;0.73467;45184;1
42458;"2012-03-30";"2012-03-30";"Male";4;"Zuoshibao";"Changqi";"JP";43.0;"2014-03-31";24;41086;17091.0;29743.0;50424;"2014-03-30";2;29.56522;93;0;0.79347;49234;8
42516;"2012-06-01";"2012-06-01";"Female";5;"Dalian";"Liaoning";"CN";33.0;"2014-03-31";61;36326;16698.0;19263.0;59340;"2013-12-26";97;9.55;37;1;0.76287;40356;10
42531;"2012-05-17";"2012-05-17";"Male";4;"Beijing";"Beijing";"CN";49.0;"2014-03-31";19;26821;19418.0;6461.0;39207;"2014-03-31";1;38.0;284;0;0.72656;26821;0
42533;"2012-05-13";"2012-07-11";"Female";4;"Guangzhou";"Guangzhou";"CN";57.0;"2014-03-31";36;30967;15459.0;16472.0;57481;"2014-03-10";22;17.37143;46;0;0.60047;30967;0
42570;"2012-07-17";"2012-07-17";"Male";5;"Zhengzhou";"Henan";"CN";59.0;"2014-03-31";41;29924;16245.0;13319.0;34121;"2014-03-09";23;15.025;168;0;0.92233;30116;0
42578;"2012-06-25";"2012-07-01";"Female";5;"Dalian";"Liaoning";"CN";35.0;"2014-03-31";48;29668;3122.0;18022.0;54345;"2014-03-31";1;13.59574;75;0;0.68339;31482;1
42582;"2012-05-19";"2012-05-19";"Female";5;"Beijing";"Beijing";"CN";39.0;"2014-03-31";31;31479;7688.0;20701.0;47834;"2014-03-05";27;21.86667;154;0;0.68229;33360;1
42585;"2012-05-09";"2012-05-09";"Male";5;"Beijing";"Beijing";"CN";38.0;"2014-03-31";24;30817;3194.0;28308.0;41384;"2014-03-08";24;29.08696;198;0;0.93232;31822;0
42620;"2012-06-16";"2012-06-19";"Male";4;"Changsha";"Hunan";"CN";37.0;"2014-03-31";26;31206;8084.0;16057.0;36492;"2014-03-02";30;24.88;141;0;0.84912;33929;10
42623;"2012-06-19";"2012-06-19";"Male";4;"Stnambino";"Torino";"CN";55.0;"2014-03-31";43;23608;14586.0;12922.0;38210;"2014-03-26";6;15.38095;88;0;0.81099;24166;0
42624;"2012-06-13";"2012-06-13";"Male";6;"Guangzhou";"Guangdong";"CN";31.0;"2014-03-31";92;73340;23592.0;54637.0;81252;"2014-03-29";3;7.1978;52;4;0.90743;87533;7
42627;"2012-04-24";"2012-04-29";"Male";5;"Levallois perret";"Levallois perret";"FR";35.0;"2014-03-31";12;89175;85067.0;12236.0;84488;"2013-08-15";230;43.0;146;0;1.01321;89175;0
42652;"2012-06-13";"2012-06-13";"Male";4;"";"Beijing";"CN";45.0;"2014-03-31";29;33407;17203.0;17606.0;60689;"2014-01-29";63;21.25;120;0;0.69368;33899;1
42653;"2012-05-11";"2012-05-11";"Female";5;"Guangzhou";"Guangdong";"CN";50.0;"2014-03-31";91;70379;42645.0;40158.0;114600;"2014-03-08";24;7.41111;24;0;0.65581;85478;5
42670;"2012-08-11";"2012-08-11";"Male";4;"";"Shanghai";"CN";49.0;"2014-03-31";28;27275;18234.0;4809.0;22351;"2014-03-10";22;21.37037;224;0;1.39675;29051;2
42677;"2012-08-18";"2012-08-21";"Female";4;"Wulumuqi";"Xinjiang";"CN";33.0;"2014-03-31";10;24890;9514.0;11954.0;36633;"2014-03-01";32;61.88889;165;0;0.78184;27809;1
42691;"2012-05-25";"2012-05-26";"Male";4;"Haerbin";"Heilongjiang";"CN";43.0;"2014-03-31";29;37754;24587.0;17968.0;80529;"2014-03-05";27;23.17857;78;1;0.67688;38254;2
42697;"2012-07-31";"2012-08-20";"Female";4;"Beijing";"Beijing";"CN";32.0;"2014-03-31";7;41924;24580.0;546.0;36526;"2013-04-07";360;38.33333;98;0;0.96496;41924;0
42700;"2012-07-11";"2012-07-11";"Male";6;"Kunming";"Yunnan";"CN";48.0;"2014-03-31";43;86379;11215.0;60626.0;71368;"2014-03-23";9;14.78571;76;4;1.2246;94678;5
42705;"2012-10-28";"2012-10-28";"Male";5;"Shanghai";"Shanghai";"CN";43.0;"2014-03-31";39;27771;1280.0;17202.0;53080;"2014-03-23";9;13.47368;39;2;0.70947;31428;4
42712;"2012-06-19";"2012-06-23";"Female";4;"Guangzhou";"Guangzhou";"CN";28.0;"2014-03-31";20;23894;15877.0;14358.0;45373;"2014-03-07";25;32.78947;88;0;0.71825;27419;5
42727;"2012-08-07";"2012-08-07";"Male";4;"Xining";"Qinghai";"CN";37.0;"2014-03-31";30;26342;17881.0;9805.0;61798;"2014-01-04";88;17.75862;71;0;0.62932;26842;1
42756;"2012-07-24";"2012-07-24";"Female";4;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";5;46053;36829.0;11000.0;38637;"2013-09-07";207;102.5;342;0;1.18967;46053;0
42800;"2012-07-26";"2012-11-24";"Male";4;"Monterey Park";"California";"US";50.0;"2014-03-31";3;27916;3520.0;6300.0;36696;"2013-12-30";93;200.5;233;0;0.77333;28416;1
42834;"2012-09-23";"2012-09-23";"Male";4;"Haerbin";"Heilongjiang";"CN";45.0;"2014-03-31";33;27176;11870.0;16522.0;49407;"2014-03-31";1;17.34375;104;0;0.67997;27771;0
42861;"2012-09-02";"2012-09-12";"Male";6;"Guangzhou";"Guangdong";"CN";55.0;"2014-03-31";57;105657;31607.0;66773.0;90144;"2014-03-10";22;9.73214;58;0;1.18754;116260;1
42866;"2012-12-10";"2012-12-12";"Male";5;"Shanghai";"-";"CN";40.0;"2014-03-31";52;37951;12561.0;25425.0;57778;"2014-03-20";12;9.09804;30;1;0.74729;41080;2
42872;"2012-08-02";"2012-08-02";"Male";5;"Shenzhen";"Guangdong";"CN";37.0;"2014-03-31";52;38241;18017.0;24088.0;77850;"2014-03-27";5;11.82353;48;2;0.70681;46349;9
42874;"2012-08-03";"2012-08-03";"Male";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";34;18859;9272.0;16003.0;47573;"2014-03-30";2;18.33333;157;0;0.58798;20222;0
42892;"2012-07-11";"2012-07-11";"Male";4;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";30;35430;14315.0;19424.0;48883;"2014-03-23";9;21.41379;113;0;0.76847;36930;1
42893;"2012-10-12";"2012-10-12";"Male";5;"Zhuzhou";"Hunan";"CN";45.0;"2014-03-31";33;34978;8146.0;23175.0;43844;"2014-03-22";10;16.46875;68;0;0.8349;36490;0
42915;"2012-10-14";"2012-10-14";"Male";4;"Guangzhou";"Guangdong";"CN";35.0;"2014-03-31";19;32932;8295.0;15571.0;52994;"2013-12-09";114;23.38889;73;0;0.75979;32932;0
42988;"2012-11-04";"2012-11-08";"Female";5;"";"Beijing";"CN";21.0;"2014-03-31";30;41018;15969.0;21448.0;38884;"2014-03-28";4;17.44828;79;5;1.0945;52516;9
43038;"2012-03-30";"2012-03-30";"Male";4;"Guangzhou";"Guangdong";"CN";72.0;"2014-03-31";15;25810;13924.0;5491.0;51163;"2013-12-05";118;43.78571;373;0;0.55131;25810;0
43057;"2012-09-14";"2012-09-14";"Female";4;"Shanghai";"Shanghai";"CN";28.0;"2014-03-31";42;41621;16471.0;21801.0;55343;"2014-03-19";13;13.46341;80;0;0.77536;43562;0
43111;"2012-11-08";"2013-03-20";"Male";5;"Sydney";"Nsw";"AU";62.0;"2014-03-31";8;31694;2619.0;17195.0;47674;"2014-03-20";12;52.28571;160;0;0.72319;31694;0
43113;"2012-12-13";"2012-12-16";"Female";4;"Montrouge";"Montrouge";"FR";58.0;"2014-03-31";7;26572;8500.0;13350.0;70952;"2014-03-08";24;74.66667;154;0;0.68143;26572;0
43131;"2012-12-10";"2012-12-10";"Male";5;"Beijing";"Beijing";"CN";45.0;"2014-03-31";22;28608;497.0;25999.0;27650;"2014-03-21";11;22.2381;238;0;1.07051;29795;0
43141;"2012-11-29";"2012-11-29";"Male";6;"Guangzhou";"Guangdong";"CN";26.0;"2014-03-31";22;24504;4961.0;18899.0;37363;"2014-02-28";33;21.71429;137;1;0.77848;26062;8
43153;"2012-10-26";"2013-02-06";"Female";5;"Beijing";"Beijing";"CN";26.0;"2014-03-31";31;44257;3408.0;35670.0;79239;"2014-03-14";18;13.4;53;0;0.67225;48959;1
43158;"2012-01-14";"2012-09-27";"Female";4;"Guangzhou";"Guangdong";"CN";52.0;"2014-03-31";8;65136;14040.0;8400.0;97856;"2014-03-02";30;74.57143;345;0;0.6775;77078;13
43181;"2012-09-29";"2012-10-09";"Male";5;"Guangzhou";"Guangdong";"CN";37.0;"2014-03-31";44;57736;13600.0;40171.0;82596;"2014-03-06";26;11.95349;59;0;0.75101;60981;1
43192;"2012-11-18";"2012-11-20";"Male";6;"";"Beijing";"CN";55.0;"2014-03-31";17;39351;5280.0;29531.0;29030;"2014-03-24";8;30.625;116;0;1.3829;39957;0
43193;"2012-11-06";"2012-11-06";"Male";4;"";"Beijing";"CN";60.0;"2014-03-31";11;26862;16557.0;9108.0;21051;"2014-01-01";91;42.1;112;0;1.37262;26862;0
43196;"2012-10-30";"2012-11-03";"Male";4;"Foshan";"Guangdong";"CN";40.0;"2014-03-31";31;52557;14456.0;34549.0;65140;"2014-03-19";13;16.73333;72;0;0.77879;58026;2
43239;"2012-12-22";"2012-12-22";"Male";4;"Beijing";"Beijing";"CN";38.0;"2014-03-31";17;28713;9597.0;15375.0;21157;"2014-03-25";7;28.6875;79;0;1.39705;32883;3
43266;"2012-05-19";"2013-02-09";"Male";4;"Nantes";"Nantes";"FR";16.0;"2014-03-31";14;26393;6630.0;16416.0;68732;"2014-03-01";31;29.69231;200;0;0.68602;26393;0
43325;"2013-03-09";"2013-03-09";"Male";4;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";25;37447;1696.0;34884.0;48695;"2014-03-20";12;15.70833;69;2;0.79046;38502;2
43328;"2013-01-28";"2013-01-28";"Male";5;"Shanghai";"Shanghai";"CN";32.0;"2014-03-31";29;24265;1152.0;25606.0;40078;"2014-03-24";8;15.03571;84;1;0.71223;25894;1
43339;"2006-03-30";"2007-09-05";"Male";5;"Wulumuqi";"Xinjiang";"CN";52.0;"2014-03-31";28;54365;7947.0;40782.0;72750;"2014-03-30";2;16.0;67;1;0.82883;63999;4
43351;"2013-02-01";"2013-02-01";"Female";4;"Zhuhai";"Guangdong";"CN";38.0;"2014-03-31";29;22747;1940.0;19544.0;48803;"2014-03-27";5;15.0;41;0;0.67326;22747;0
43358;"2012-10-01";"2012-12-22";"Female";4;"Beijing";"Beijing";"CN";25.0;"2014-03-31";31;30939;14870.0;14418.0;28753;"2014-03-31";1;15.5;234;3;1.04798;32148;5
43374;"2012-12-28";"2012-12-28";"Male";4;"Nth richmond";"Victoria";"AU";57.0;"2014-03-31";7;31652;4400.0;36554.0;34683;"2014-03-23";9;75.16667;342;0;0.93559;31652;0
43403;"2013-02-06";"2013-02-10";"Male";5;"Zhengzhou";"Henan";"CN";48.0;"2014-03-31";29;32026;3358.0;26437.0;30228;"2014-02-27";34;13.64286;50;0;1.04584;33751;1
43463;"2013-03-03";"2013-03-13";"Male";6;"Zhuzhou";"Hunan";"CN";49.0;"2014-03-31";38;74005;1815.0;65607.0;55596;"2014-03-21";11;10.10811;42;0;1.35195;82175;1
43473;"2013-01-27";"2013-03-09";"Male";5;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";25;31579;1924.0;31683.0;37776;"2013-12-24";99;12.08333;46;0;0.88556;33033;0
43481;"2013-03-24";"2013-03-24";"Male";4;"Dalian";"Liaoning";"CN";46.0;"2014-03-31";17;35918;4800.0;31721.0;95007;"2014-03-01";31;21.4375;106;0;0.61639;35918;0
43513;"2013-02-07";"2013-03-01";"Female";4;"Beijing";"Beijing";"CN";30.0;"2014-03-31";23;42305;9190.0;28543.0;31518;"2014-01-01";91;13.90909;54;0;1.34429;45010;1
43514;"2013-03-24";"2013-03-24";"Male";5;"Dalian";"Liaoning";"CN";37.0;"2014-03-31";34;35884;1040.0;34543.0;56261;"2014-03-28";4;11.21212;34;0;0.73857;39153;0
43525;"2013-01-30";"2013-02-05";"Male";5;"Guangzhou";"Guangdong";"CN";31.0;"2014-03-31";49;44020;6555.0;38068.0;58196;"2014-03-21";11;8.54167;37;2;0.79444;50572;12
43552;"2013-02-20";"2013-03-10";"Female";4;"Zhuhai";"Guangdong";"CN";36.0;"2014-03-31";4;48856;11700.0;11700.0;40376;"2013-06-02";304;28.0;70;0;1.03;49524;2
43558;"2013-03-05";"2013-03-05";"Male";4;"Beijing";"Beijing";"CN";54.0;"2014-03-31";9;25792;1687.0;22073.0;27405;"2014-02-23";38;44.375;142;0;1.06378;25792;0
43595;"2013-03-21";"2013-03-21";"Female";4;"Guangzhou";"Guangdong";"CN";38.0;"2014-03-31";10;26758;2800.0;14825.0;66892;"2014-03-08";24;39.22222;144;0;0.69837;26758;0
43617;"2012-05-02";"2012-05-09";"Male";5;"Guangzhou";"Guangdong";"CN";49.0;"2014-03-31";67;58792;26640.0;51038.0;103410;"2014-03-26";6;10.40909;49;2;0.64252;67836;5
43627;"2009-12-27";"2009-12-27";"Male";6;"Beijing";"Beijing";"CN";43.0;"2014-03-31";80;123833;56260.0;64169.0;105118;"2014-03-17";15;8.87342;45;0;1.27794;141978;17
43636;"2009-08-23";"2009-09-16";"Male";4;"Koto-ku";"Tokyo";"CN";46.0;"2014-03-31";37;26021;21707.0;7172.0;31449;"2013-06-16";290;12.25;74;2;0.91068;26021;2
43637;"2009-09-01";"2009-09-01";"Female";6;"Dalian";"Liaoning";"CN";57.0;"2014-03-31";109;65380;25453.0;25791.0;123276;"2014-03-31";1;6.75926;30;2;0.7001;75280;6
43641;"2009-03-25";"2009-03-25";"Male";5;"Changchun";"Jilin";"CN";46.0;"2014-03-31";43;32082;13910.0;20892.0;43251;"2014-03-20";12;16.92857;85;0;0.80488;33700;0
43642;"2009-03-17";"2009-03-17";"Male";6;"Qingdao";"Shandong";"CN";47.0;"2014-03-31";26;32915;13554.0;24048.0;26690;"2014-03-29";3;24.24;82;2;1.26204;36021;3
43644;"2009-04-14";"2009-06-27";"Male";6;"";"Beijing";"CN";38.0;"2014-03-31";47;40482;15567.0;24984.0;59233;"2014-03-30";2;15.78261;106;6;0.76866;55472;10
43645;"2010-10-08";"2010-10-27";"Male";4;"Changchun";"Jilin";"CN";57.0;"2014-03-31";51;37315;32797.0;34203.0;81263;"2014-02-28";33;13.9;80;2;0.69488;37315;2
43654;"2009-04-01";"2009-07-25";"Male";6;"Fushun";"Liaoning";"CN";47.0;"2014-03-31";48;43851;22050.0;26547.0;31296;"2014-03-25";7;15.14894;72;2;1.44836;45671;3
43658;"2009-11-20";"2009-12-12";"Male";4;"Shenyang";"Liaoning";"CN";29.0;"2014-03-31";47;25091;19492.0;11736.0;70471;"2014-03-08";24;14.80435;133;0;0.52117;26758;0
43663;"2009-08-03";"2009-09-27";"Male";4;"Shenyang";"Liaoning";"CN";48.0;"2014-03-31";65;38084;16593.0;11889.0;95016;"2014-03-24";8;11.29688;70;1;0.56594;38084;2
43675;"2009-04-22";"2009-04-22";"Male";6;"Beijing";"Beijing";"CN";48.0;"2014-03-31";49;47675;16001.0;25091.0;45202;"2014-03-09";23;14.58333;95;0;1.08865;51094;1
43676;"2010-06-01";"2010-06-25";"Male";4;"Shenyang";"Liaoning";"CN";38.0;"2014-03-31";60;32201;28133.0;7210.0;59797;"2014-03-11";21;11.10169;48;5;0.65681;42183;34
43718;"2009-07-31";"2009-07-31";"Male";6;"Dalian";"Liaoning";"CN";47.0;"2014-03-31";39;37215;15462.0;25890.0;38197;"2014-03-20";12;18.47368;95;0;1.11827;39738;1
43725;"2009-12-17";"2009-12-19";"Male";4;"Changchun";"Jilin";"CN";33.0;"2014-03-31";28;27674;18238.0;14077.0;36023;"2014-03-25";7;26.74074;158;0;0.85987;27674;0
43727;"2010-01-29";"2010-03-27";"Male";4;"jilin";"Jilin";"CN";42.0;"2014-03-31";26;24287;11094.0;11410.0;38537;"2014-01-17";75;25.32;154;0;0.75028;28261;2
43737;"2009-04-11";"2009-04-11";"Female";4;"Beijing";"Beijing";"CN";43.0;"2014-03-31";40;29886;13447.0;20347.0;43252;"2014-03-18";14;17.15385;80;0;0.78397;29886;0
43741;"2009-11-04";"2009-12-02";"Male";4;"Xiaomu";"Aizhi";"JP";41.0;"2014-03-31";33;34493;41200.0;33350.0;49909;"2014-03-03";29;21.40625;81;3;0.73822;34493;3
43755;"2009-10-21";"2009-11-30";"Male";4;"Jeonju-si";"Jeollabuk-do";"KR";54.0;"2014-03-31";39;38083;24991.0;20289.0;72182;"2014-02-22";39;17.94737;118;1;0.70792;39597;2
43757;"2009-10-27";"2011-10-24";"Male";4;"Shanghai";"Shanghai";"CN";33.0;"2014-03-31";36;29478;3326.0;4646.0;46390;"2014-01-23";69;18.91429;79;0;0.7395;29602;1
43767;"2010-09-01";"2011-01-20";"Male";5;"Changchun";"Jilin";"CN";39.0;"2014-03-31";52;39382;14798.0;21389.0;46341;"2013-11-25";128;11.52941;63;5;0.90204;42013;7
43783;"2009-12-29";"2010-01-25";"Male";4;"Changchun";"Jilin";"CN";46.0;"2014-03-31";30;29217;11987.0;17245.0;42470;"2014-02-19";42;23.27586;96;2;0.78282;31217;3
43787;"2010-04-13";"2010-04-13";"Male";5;"Changchun";"Jilin";"CN";50.0;"2014-03-31";41;32204;17393.0;15278.0;46740;"2014-03-16";16;16.725;72;2;0.74664;34730;3
43793;"2009-11-19";"2010-04-07";"Male";5;"Nanjing";"Jiangsu";"CN";34.0;"2014-03-31";49;39323;20548.0;19358.0;51862;"2014-03-29";3;15.02083;47;0;0.81161;40947;0
43799;"2009-12-31";"2010-05-01";"Female";5;"Changchun";"Jilin";"CN";36.0;"2014-03-31";33;36324;9120.0;14928.0;42333;"2014-02-26";35;19.8125;90;3;0.92726;37676;3
43804;"2010-07-29";"2010-07-31";"Male";4;"Changchun";"Jilin";"CN";39.0;"2014-03-31";33;36243;6862.0;6376.0;52972;"2014-03-25";7;22.125;114;1;0.76191;36243;1
43812;"2009-11-16";"2012-04-17";"Male";6;"Songyuan";"Jilin";"CN";45.0;"2014-03-31";35;37050;15383.0;20603.0;43551;"2014-03-16";16;20.55882;116;0;0.90808;39170;1
43817;"2010-03-21";"2010-03-21";"Male";5;"Guiyang";"Guizhou";"CN";47.0;"2014-03-31";31;32637;13702.0;20695.0;56812;"2014-02-15";46;22.03333;85;2;0.72318;34421;3
43820;"2010-01-11";"2010-05-20";"Male";4;"Dashiqiao";"Liaoning";"CN";37.0;"2014-03-31";32;24047;20091.0;8722.0;49200;"2014-03-19";13;22.96774;104;0;0.63594;24047;0
43824;"2010-03-02";"2010-04-20";"Male";5;"Dalian";"Liaoning";"CN";49.0;"2014-03-31";59;36341;18955.0;21337.0;62570;"2014-03-15";17;12.2069;87;1;0.72784;39674;3
43832;"2006-11-15";"2006-11-15";"Female";4;"Changchun";"Jilin";"CN";50.0;"2014-03-31";29;27153;13605.0;14788.0;38248;"2014-03-27";5;24.10714;185;0;0.82948;27153;0
43846;"2012-04-27";"2012-04-27";"Male";5;"Goyang-si";"Gyeonggi-do";"KR";55.0;"2014-03-31";51;69856;45955.0;40855.0;118422;"2014-03-20";12;13.86;64;0;0.73627;82553;14
43877;"2012-03-16";"2012-03-16";"Male";4;"Takasakishi";"Cunmmaken";"JP";61.0;"2014-03-31";16;38034;38694.0;13786.0;42793;"2014-03-02";30;45.0;172;0;0.8897;42728;2
43905;"2010-12-27";"2010-12-27";"Male";5;"Changchun";"Jilin";"CN";36.0;"2014-03-31";27;31361;7451.0;22478.0;44923;"2014-03-10";22;21.46154;179;0;0.79677;31361;0
43906;"2011-01-13";"2011-03-25";"Male";5;"Beijing";"Beijing";"CN";32.0;"2014-03-31";78;67163;38602.0;31279.0;92961;"2014-03-26";6;9.4026;45;3;0.78466;72019;6
43910;"2011-02-15";"2011-02-27";"Male";5;"Dalian";"Liaoning";"CN";41.0;"2014-03-31";63;43071;35654.0;18087.0;68137;"2014-03-10";22;11.40323;62;0;0.80549;44895;0
43921;"2011-05-30";"2011-05-30";"Male";4;"Shenyang";"Liaoning";"CN";57.0;"2014-03-31";21;30556;9840.0;15176.0;42217;"2014-03-26";6;35.3;115;0;0.88837;30556;0
43926;"2011-02-02";"2011-02-19";"Male";4;"Shenyang";"Liaoning";"CN";42.0;"2014-03-31";22;21818;19165.0;5444.0;37636;"2013-09-27";187;25.57143;112;0;0.78958;21818;0
43944;"2011-03-13";"2011-03-13";"Male";4;"Changchun";"Jilin";"CN";53.0;"2014-03-31";37;36215;15528.0;18717.0;55237;"2014-02-05";56;18.47222;70;2;0.75617;38194;3
43946;"2010-12-01";"2010-12-10";"Male";4;"jilin";"Jilin";"CN";48.0;"2014-03-31";31;27860;1677.0;3346.0;44630;"2014-01-29";63;21.66667;76;0;0.73104;27860;0
43953;"2011-03-06";"2012-01-07";"Male";4;"Shenzhen";"Guangdong";"CN";36.0;"2014-03-31";46;44109;34380.0;11951.0;79994;"2014-01-29";63;14.73333;108;2;0.64957;53609;5
43958;"2011-03-05";"2011-03-31";"Male";4;"Shanghai";"Shanghai";"CN";37.0;"2014-03-31";48;28070;1844.0;4280.0;58383;"2014-01-19";73;13.80851;47;2;0.65251;45893;7
43971;"2011-08-01";"2011-10-16";"Male";5;"Shenyang";"Liaoning";"CN";39.0;"2014-03-31";31;40024;24120.0;8979.0;42885;"2013-12-31";92;21.06667;85;0;0.99875;40467;0
43987;"2012-04-05";"2012-04-05";"Male";4;"Shenyang";"Liaoning";"CN";30.0;"2014-03-31";48;32402;12829.0;17956.0;36534;"2014-03-14";18;15.08511;61;1;0.92511;40450;15
43999;"2011-12-22";"2011-12-22";"Male";4;"Guangzhou";"Guangdong";"CN";66.0;"2014-03-31";10;41868;14950.0;10205.0;111277;"2014-01-04";88;65.66667;155;0;0.66537;41868;0
44029;"2011-03-03";"2011-03-07";"Male";6;"Zhengzhou";"Henan";"CN";26.0;"2014-03-31";81;57123;24636.0;36556.0;84659;"2014-03-31";1;8.9625;104;0;0.76342;64106;12
44049;"2012-07-14";"2012-07-14";"Male";6;"Shenyang";"Liaoning";"CN";41.0;"2014-03-31";54;62490;23784.0;35140.0;59159;"2014-03-21";11;11.62264;144;0;1.13483;65725;1
44051;"2012-06-15";"2012-06-15";"Female";4;"Beijing";"Beijing";"CN";28.0;"2014-03-31";47;39030;25826.0;14336.0;60295;"2013-10-23";161;10.76087;73;0;0.75211;39311;1
44060;"2011-10-20";"2011-12-12";"Male";4;"Shenyang";"Liaoning";"CN";40.0;"2014-03-31";34;25119;16892.0;12489.0;56720;"2013-12-25";98;19.06061;82;0;0.65445;25119;0
44062;"2012-08-17";"2012-08-17";"Male";5;"Shenyang";"Liaoning";"CN";45.0;"2014-03-31";36;28432;17555.0;10266.0;39464;"2014-03-07";25;16.22857;63;0;0.82243;29365;0
44082;"2012-06-26";"2012-07-17";"Female";4;"Shenyang";"Liaoning";"CN";47.0;"2014-03-31";29;26956;19754.0;12643.0;59801;"2014-01-21";71;19.75;72;0;0.63575;26956;0
44090;"2011-11-25";"2011-11-25";"Male";6;"Zhongshan";"Guangdong";"CN";54.0;"2014-03-31";83;85982;27475.0;56033.0;134851;"2014-03-17";15;8.56098;52;3;0.71254;110860;23
44156;"2013-02-26";"2013-03-07";"Male";5;"Guiyang";"Guizhou";"CN";41.0;"2014-03-31";42;38322;1542.0;34216.0;51353;"2014-03-07";25;8.92683;40;0;0.77329;43943;3
44217;"2010-10-20";"2012-12-06";"Male";6;"Wu";"Xinjiang";"CN";43.0;"2014-03-31";43;96588;18526.0;74971.0;111807;"2014-03-28";4;11.38095;41;1;1.02077;114036;4
44240;"2009-11-09";"2009-11-09";"Male";4;"Haerbin";"Heilongjiang";"CN";38.0;"2014-03-31";37;34761;13033.0;21370.0;54356;"2014-03-23";9;18.86111;83;0;0.76443;45303;2
44250;"2010-11-06";"2011-04-20";"Male";4;"Beijing";"Beijing";"CN";45.0;"2014-03-31";24;30606;21960.0;8039.0;22266;"2014-03-15";17;30.30435;157;0;1.46465;31871;1
44276;"2009-08-01";"2009-08-13";"Female";6;"Haerbin";"Heilongjiang";"CN";40.0;"2014-03-31";59;117216;49710.0;54318.0;94946;"2014-03-28";4;12.44828;55;5;1.27306;148754;24
44305;"2010-11-22";"2011-07-01";"Male";4;"Hashi";"Heilongjiang";"CN";51.0;"2014-03-31";19;24813;10492.0;10637.0;41590;"2013-11-19";134;26.88889;129;1;0.69409;24813;1
44344;"2009-08-07";"2009-08-07";"Male";6;"";"Beijing";"CN";55.0;"2014-03-31";39;74185;31120.0;35939.0;53274;"2014-03-28";4;18.26316;88;0;1.44139;77478;1
44347;"2009-12-08";"2011-03-11";"Male";6;"Wulumuqi";"Xinjiang";"CN";42.0;"2014-03-31";21;44891;39065.0;0.0;53725;"2013-10-04";180;27.5;206;2;0.88571;44891;2
44348;"2009-11-27";"2010-01-19";"Male";5;"Wulumuqi";"Xinjiang";"CN";46.0;"2014-03-31";26;37992;14553.0;18361.0;56368;"2014-02-25";36;27.56;72;2;0.79121;37992;2
44350;"2009-11-04";"2009-11-11";"Female";4;"Kunming";"Yunnan";"CN";43.0;"2014-03-31";28;32778;21871.0;11777.0;62192;"2014-02-05";56;24.92593;124;2;0.67876;32778;2
44363;"2010-06-16";"2010-06-16";"Male";4;"Yining";"Xinjiang";"CN";60.0;"2014-03-31";45;31063;14346.0;6140.0;57499;"2014-03-26";6;16.34091;124;0;0.62638;31163;1
44368;"2010-10-02";"2010-10-19";"Male";5;"Wulumuqi";"Xinjiang";"CN";51.0;"2014-03-31";28;95644;18150.0;68339.0;72232;"2014-03-19";13;26.2963;201;0;1.43451;108013;5
44370;"2010-09-09";"2010-12-07";"Male";4;"Wulumuqi";"Xinjiang";"CN";38.0;"2014-03-31";31;50423;51496.0;0.0;110216;"2013-01-20";437;7.76667;31;0;0.60441;50423;0
44377;"2010-07-10";"2010-07-13";"Male";5;"Chengdu";"Sichuan";"CN";53.0;"2014-03-31";34;183443;69213.0;49135.0;170121;"2014-03-13";19;21.57576;90;10;1.01367;201302;13
44385;"2010-08-13";"2010-08-24";"Female";4;"Chengdu";"Sichuan";"CN";46.0;"2014-03-31";28;25781;13340.0;13707.0;52263;"2014-03-01";32;25.85185;128;2;0.62306;26200;3
44397;"2011-02-09";"2011-02-23";"Female";4;"Beijing";"Beijing";"CN";39.0;"2014-03-31";22;36995;2311.0;34361.0;55838;"2014-03-30";2;27.71429;167;0;0.76368;38966;1
44410;"2010-08-21";"2010-08-21";"Male";4;"Wulumuqi";"Xinjiang";"CN";29.0;"2014-03-31";29;37652;21083.0;14036.0;77601;"2014-01-04";88;22.75;75;1;0.67962;37652;1
44420;"2011-01-27";"2012-04-27";"Male";4;"Wulumuqi";"Xinjiang";"CN";31.0;"2014-03-31";15;23569;9360.0;13141.0;40695;"2013-12-12";111;42.42857;256;0;0.70819;23569;0
44424;"2011-02-27";"2011-08-20";"Male";4;"Nanyang";"Henan";"CN";56.0;"2014-03-31";44;59941;35009.0;21284.0;78334;"2013-12-31";92;14.86047;80;2;0.87209;62501;4
